user_id,group,revenue
1,A,1979.51
2,A,234.88
3,A,3748.82
4,A,459.94
5,A,123.85
6,A,135.47
7,A,1848.74
8,A,343.11
9,A,1036.02
10,A,282.08
11,A,583.44
12,A,444.46
13,A,28.99
14,A,82.26
15,A,1638.25
16,A,243.88
17,A,897.6
18,A,135.83
19,A,356.53
20,A,120.43
21,A,667.64
22,A,141.21
23,A,280.28
24,A,258.78
25,A,538.83
26,A,172.95
27,A,146.67
28,A,229.1
29,A,102.27
30,A,76.16
31,A,296.61
32,A,184.24
33,A,1059.37
34,A,113.46
35,A,60.41
36,A,253.82
37,A,83.31
38,A,1205.51
39,A,2112.24
40,A,210.1
41,A,972.66
42,A,794.96
43,A,2724.46
44,A,1317.46
45,A,706.22
46,A,491.81
47,A,588.85
48,A,146.5
49,A,476.01
50,A,751.18
51,A,1841.96
52,A,430.43
53,A,223.94
54,A,1370.73
55,A,191.21
56,A,2597.3
57,A,4723.45
58,A,1160.53
59,A,834.33
60,A,95.4
61,A,3456.83
62,A,267.72
63,A,299.17
64,A,152.18
65,A,1064.08
66,A,332.83
67,A,237.04
68,A,595.89
69,A,3400.21
70,A,421.59
71,A,113.85
72,A,182.03
73,A,242.46
74,A,112.16
75,A,304.35
76,A,494.03
77,A,351.95
78,A,386.72
79,A,392.11
80,A,224.52
81,A,105.75
82,A,721.25
83,A,121.08
84,A,1133.65
85,A,437.55
86,A,99.55
87,A,1585.26
88,A,1167.96
89,A,187.62
90,A,1059.81
91,A,433.46
92,A,971.58
93,A,491.27
94,A,1093.71
95,A,86.82
96,A,112.24
97,A,400.26
98,A,445.86
99,A,4410.14
100,A,869.04
101,A,423.66
102,A,269.43
103,A,3064.99
104,A,243.14
105,A,829.09
106,A,2936.63
107,A,91.35
108,A,174.2
109,A,441.87
110,A,530.92
111,A,87.88
112,A,125.91
113,A,105.67
114,A,3438.98
115,A,472.4
116,A,655.37
117,A,568.18
118,A,337.5
119,A,61.57
120,A,352.15
121,A,299.95
122,A,341.09
123,A,129.85
124,A,630.81
125,A,1961.88
126,A,353.42
127,A,1605.14
128,A,462.13
129,A,941.8
130,A,631.13
131,A,213.51
132,A,511.65
133,A,334.35
134,A,1383.71
135,A,585.18
136,A,167.4
137,A,681.03
138,A,250.25
139,A,2433.87
140,A,228.14
141,A,878.29
142,A,818.37
143,A,362.21
144,A,695.2
145,A,350.89
146,A,292.3
147,A,1601.05
148,A,36.8
149,A,145.3
150,A,400.83
151,A,1054.89
152,A,1102.63
153,A,177.66
154,A,1193.87
155,A,278.42
156,A,283.32
157,A,461.18
158,A,1720.94
159,A,222.61
160,A,410.24
161,A,43.94
162,A,663.93
163,A,91.16
164,A,1128.75
165,A,134.9
166,A,354.32
167,A,255.98
168,A,74.81
169,A,881.32
170,A,549.38
171,A,129.19
172,A,1295.99
173,A,390.13
174,A,66.46
175,A,231.8
176,A,503.18
177,A,730.54
178,A,973.7
179,A,1090.45
180,A,208.33
181,A,149.81
182,A,277.28
183,A,2624.55
184,A,1061.27
185,A,102.02
186,A,94.73
187,A,224.26
188,A,206.85
189,A,1111.53
190,A,250.74
191,A,98.96
192,A,184.57
193,A,558.24
194,A,291.85
195,A,617.46
196,A,199.21
197,A,304.25
198,A,173.43
199,A,136.42
200,A,136.95
201,A,1496.57
202,A,302.33
203,A,961.26
204,A,1241.59
205,A,133.68
206,A,200.07
207,A,383.33
208,A,51.61
209,A,2003.54
210,A,90.03
211,A,272.4
212,A,514.59
213,A,397.65
214,A,4998.53
215,A,102.82
216,A,134.96
217,A,1193.18
218,A,221.63
219,A,551.54
220,A,564.96
221,A,401.83
222,A,63.73
223,A,463.91
224,A,146.67
225,A,815.84
226,A,241.34
227,A,111.77
228,A,449.03
229,A,166.25
230,A,424.7
231,A,2743.34
232,A,66.55
233,A,2362.97
234,A,2443.4
235,A,279.0
236,A,50.59
237,A,1599.16
238,A,101.18
239,A,3052.05
240,A,160.78
241,A,280.84
242,A,385.96
243,A,236.73
244,A,1108.55
245,A,363.51
246,A,328.04
247,A,412.5
248,A,587.26
249,A,277.95
250,A,1998.21
251,A,380.73
252,A,58.92
253,A,227.21
254,A,76.24
255,A,1212.1
256,A,1080.12
257,A,2749.19
258,A,325.43
259,A,1212.33
260,A,695.65
261,A,4584.32
262,A,504.88
263,A,151.71
264,A,230.29
265,A,255.42
266,A,133.86
267,A,636.26
268,A,274.33
269,A,198.74
270,A,1025.92
271,A,935.85
272,A,1393.75
273,A,421.51
274,A,1026.13
275,A,583.56
276,A,227.11
277,A,1960.24
278,A,1331.74
279,A,2239.27
280,A,243.15
281,A,1999.74
282,A,1077.06
283,A,1070.19
284,A,987.0
285,A,127.5
286,A,189.94
287,A,839.79
288,A,319.62
289,A,71.13
290,A,1387.99
291,A,271.87
292,A,1043.86
293,A,171.58
294,A,466.52
295,A,503.23
296,A,293.8
297,A,254.01
298,A,105.23
299,A,97.9
300,A,1057.4
301,A,156.88
302,A,241.21
303,A,508.9
304,A,25.71
305,A,2553.25
306,A,30.72
307,A,1319.73
308,A,518.33
309,A,304.33
310,A,100.7
311,A,1932.37
312,A,655.56
313,A,874.98
314,A,1804.82
315,A,275.23
316,A,443.75
317,A,43.01
318,A,572.98
319,A,88.58
320,A,2168.48
321,A,485.75
322,A,293.63
323,A,208.05
324,A,964.8
325,A,211.25
326,A,98.09
327,A,284.11
328,A,34.16
329,A,604.22
330,A,610.08
331,A,776.55
332,A,736.91
333,A,229.21
334,A,266.31
335,A,494.34
336,A,113.28
337,A,402.94
338,A,316.11
339,A,925.93
340,A,1057.32
341,A,286.46
342,A,165.2
343,A,1545.79
344,A,1603.69
345,A,232.77
346,A,361.6
347,A,773.84
348,A,2509.85
349,A,168.68
350,A,1267.45
351,A,543.8
352,A,68.76
353,A,333.21
354,A,1225.84
355,A,1552.25
356,A,503.57
357,A,1289.16
358,A,1348.56
359,A,515.6
360,A,181.84
361,A,689.64
362,A,1089.06
363,A,220.24
364,A,235.3
365,A,251.22
366,A,606.33
367,A,560.87
368,A,430.78
369,A,322.52
370,A,129.11
371,A,38.38
372,A,313.54
373,A,105.56
374,A,1713.71
375,A,440.56
376,A,1413.64
377,A,1325.85
378,A,138.64
379,A,341.33
380,A,187.99
381,A,1098.72
382,A,184.91
383,A,146.93
384,A,90.92
385,A,84.2
386,A,136.3
387,A,224.39
388,A,660.93
389,A,276.7
390,A,483.6
391,A,152.5
392,A,2548.23
393,A,142.55
394,A,133.9
395,A,71.69
396,A,424.92
397,A,546.29
398,A,1855.68
399,A,106.43
400,A,222.07
401,A,74.3
402,A,265.87
403,A,65.74
404,A,521.23
405,A,323.02
406,A,17.36
407,A,2104.01
408,A,42.2
409,A,5050.53
410,A,5617.08
411,A,426.23
412,A,1534.71
413,A,176.82
414,A,1544.28
415,A,449.17
416,A,519.02
417,A,117.01
418,A,247.0
419,A,438.26
420,A,806.05
421,A,1642.23
422,A,426.72
423,A,183.62
424,A,303.5
425,A,992.65
426,A,376.03
427,A,902.44
428,A,6151.05
429,A,343.82
430,A,484.87
431,A,144.23
432,A,199.91
433,A,1669.9
434,A,284.98
435,A,3557.09
436,A,256.17
437,A,888.16
438,A,496.43
439,A,572.6
440,A,834.53
441,A,11534.16
442,A,501.78
443,A,372.46
444,A,928.71
445,A,192.2
446,A,2418.18
447,A,294.76
448,A,711.52
449,A,817.22
450,A,1108.81
451,A,574.85
452,A,221.36
453,A,2202.08
454,A,281.96
455,A,1075.19
456,A,471.75
457,A,196.15
458,A,1463.83
459,A,102.36
460,A,104.81
461,A,597.45
462,A,863.24
463,A,773.4
464,A,503.25
465,A,160.74
466,A,818.65
467,A,529.96
468,A,271.84
469,A,476.03
470,A,309.6
471,A,465.7
472,A,384.0
473,A,518.41
474,A,205.34
475,A,818.26
476,A,317.33
477,A,37.84
478,A,178.4
479,A,119.89
480,A,357.46
481,A,90.43
482,A,543.31
483,A,653.96
484,A,225.35
485,A,383.92
486,A,716.4
487,A,1626.98
488,A,6149.06
489,A,6322.01
490,A,242.1
491,A,1094.89
492,A,1037.44
493,A,909.38
494,A,2004.15
495,A,429.81
496,A,11796.05
497,A,263.95
498,A,950.7
499,A,238.05
500,A,647.32
501,A,1281.61
502,A,65.15
503,A,282.72
504,A,147.81
505,A,153.49
506,A,369.61
507,A,509.19
508,A,885.75
509,A,290.75
510,A,442.3
511,A,347.42
512,A,3694.43
513,A,483.24
514,A,499.87
515,A,196.28
516,A,1140.59
517,A,461.78
518,A,3231.04
519,A,195.81
520,A,1110.01
521,A,2062.81
522,A,162.95
523,A,34651.25
524,A,111.88
525,A,72.26
526,A,901.28
527,A,114.54
528,A,103.89
529,A,505.73
530,A,455.54
531,A,714.39
532,A,1413.06
533,A,1156.02
534,A,487.52
535,A,6140.48
536,A,730.09
537,A,251.41
538,A,745.64
539,A,1278.44
540,A,295.49
541,A,404.53
542,A,416.73
543,A,411.63
544,A,343.59
545,A,772.49
546,A,620.72
547,A,231.01
548,A,147.16
549,A,487.51
550,A,604.05
551,A,824.16
552,A,209.7
553,A,657.27
554,A,537.45
555,A,1435.57
556,A,714.54
557,A,2764.46
558,A,2120.75
559,A,323.86
560,A,1269.19
561,A,601.86
562,A,737.58
563,A,2051.25
564,A,1192.78
565,A,228.1
566,A,550.46
567,A,657.18
568,A,524.51
569,A,779.38
570,A,534.49
571,A,241.54
572,A,1158.99
573,A,379.55
574,A,115.85
575,A,564.22
576,A,117.06
577,A,627.18
578,A,256.06
579,A,567.82
580,A,578.36
581,A,240.59
582,A,55.46
583,A,250.28
584,A,60.52
585,A,165.91
586,A,195.15
587,A,296.29
588,A,223.69
589,A,1021.92
590,A,1824.47
591,A,421.09
592,A,80.45
593,A,333.51
594,A,15.69
595,A,790.9
596,A,258.3
597,A,386.24
598,A,209.26
599,A,208.6
600,A,1605.7
601,A,693.39
602,A,655.83
603,A,3877.72
604,A,248.81
605,A,55.16
606,A,39.58
607,A,3257.93
608,A,887.54
609,A,967.05
610,A,364.94
611,A,97.92
612,A,472.91
613,A,70.79
614,A,1264.67
615,A,1441.83
616,A,341.6
617,A,657.78
618,A,221.7
619,A,569.27
620,A,579.66
621,A,513.52
622,A,1034.89
623,A,734.95
624,A,297.39
625,A,386.66
626,A,2054.95
627,A,649.41
628,A,99.56
629,A,6504.49
630,A,152.91
631,A,67.55
632,A,147.27
633,A,201.36
634,A,290.22
635,A,369.99
636,A,534.62
637,A,2735.74
638,A,233.97
639,A,327.03
640,A,1537.62
641,A,3696.47
642,A,819.21
643,A,646.51
644,A,1462.46
645,A,516.03
646,A,76.05
647,A,209.89
648,A,237.72
649,A,132.38
650,A,118.49
651,A,318.81
652,A,735.14
653,A,371.92
654,A,572.46
655,A,352.33
656,A,2491.4
657,A,418.16
658,A,536.9
659,A,1239.3
660,A,35.89
661,A,387.0
662,A,1404.43
663,A,89.72
664,A,166.11
665,A,100.44
666,A,396.62
667,A,671.42
668,A,1634.76
669,A,117.45
670,A,64.54
671,A,3118.7
672,A,1347.59
673,A,467.05
674,A,121.7
675,A,925.6
676,A,123.47
677,A,26.26
678,A,1032.69
679,A,797.06
680,A,1128.84
681,A,365.95
682,A,874.43
683,A,2608.07
684,A,279.08
685,A,664.34
686,A,588.35
687,A,664.53
688,A,60.73
689,A,583.23
690,A,1336.76
691,A,387.99
692,A,251.08
693,A,237.94
694,A,704.66
695,A,577.69
696,A,3098.47
697,A,377.71
698,A,105.3
699,A,1247.61
700,A,1184.08
701,A,108.37
702,A,10.97
703,A,1952.66
704,A,740.19
705,A,323.73
706,A,301.52
707,A,346.13
708,A,342.72
709,A,549.32
710,A,809.28
711,A,317.23
712,A,370.38
713,A,1679.2
714,A,364.13
715,A,312.72
716,A,172.87
717,A,1390.43
718,A,78.87
719,A,62.62
720,A,363.01
721,A,453.96
722,A,271.31
723,A,350.45
724,A,222.78
725,A,1109.17
726,A,360.09
727,A,69.16
728,A,3841.25
729,A,189.17
730,A,870.14
731,A,351.72
732,A,929.52
733,A,2635.14
734,A,69.53
735,A,1416.71
736,A,680.58
737,A,716.34
738,A,2275.71
739,A,1359.07
740,A,151.62
741,A,364.67
742,A,175.66
743,A,3808.86
744,A,394.3
745,A,224.98
746,A,272.0
747,A,658.27
748,A,2770.14
749,A,151.56
750,A,376.39
751,A,86.47
752,A,830.12
753,A,2726.9
754,A,720.85
755,A,2953.8
756,A,202.56
757,A,155.97
758,A,294.33
759,A,1100.97
760,A,1327.78
761,A,950.21
762,A,245.16
763,A,431.31
764,A,97.4
765,A,187.32
766,A,595.33
767,A,58.41
768,A,111.09
769,A,1053.38
770,A,238.56
771,A,176.02
772,A,105.84
773,A,247.96
774,A,1131.14
775,A,8947.5
776,A,720.33
777,A,461.27
778,A,231.65
779,A,940.98
780,A,263.77
781,A,210.47
782,A,276.06
783,A,97.07
784,A,308.72
785,A,144.51
786,A,1314.85
787,A,594.56
788,A,186.84
789,A,158.91
790,A,222.55
791,A,81.23
792,A,1526.45
793,A,2341.36
794,A,67.52
795,A,105.54
796,A,367.92
797,A,202.65
798,A,1043.81
799,A,422.53
800,A,1505.93
801,A,848.86
802,A,255.65
803,A,193.57
804,A,366.67
805,A,220.46
806,A,107.49
807,A,205.65
808,A,169.95
809,A,46.81
810,A,437.61
811,A,2576.92
812,A,74.64
813,A,180.35
814,A,249.92
815,A,471.94
816,A,1124.85
817,A,272.74
818,A,1154.53
819,A,270.06
820,A,273.4
821,A,210.91
822,A,734.91
823,A,349.39
824,A,586.49
825,A,460.03
826,A,384.06
827,A,412.05
828,A,260.24
829,A,178.42
830,A,250.1
831,A,493.88
832,A,13.33
833,A,1721.02
834,A,651.22
835,A,993.63
836,A,321.54
837,A,2541.52
838,A,520.87
839,A,210.2
840,A,410.8
841,A,452.63
842,A,144.61
843,A,91.9
844,A,194.95
845,A,153.34
846,A,1226.15
847,A,118.71
848,A,170.83
849,A,298.27
850,A,400.92
851,A,284.31
852,A,241.12
853,A,125.5
854,A,1413.56
855,A,326.41
856,A,80.04
857,A,498.21
858,A,129.03
859,A,422.73
860,A,444.01
861,A,6295.37
862,A,165.73
863,A,535.36
864,A,557.18
865,A,1658.62
866,A,943.67
867,A,2132.56
868,A,868.92
869,A,3027.49
870,A,75.16
871,A,465.54
872,A,213.82
873,A,530.6
874,A,190.32
875,A,598.58
876,A,263.63
877,A,288.24
878,A,732.0
879,A,451.9
880,A,426.61
881,A,931.7
882,A,1327.54
883,A,1457.78
884,A,1048.04
885,A,179.69
886,A,878.31
887,A,370.51
888,A,965.7
889,A,287.35
890,A,899.95
891,A,205.42
892,A,640.95
893,A,522.34
894,A,757.79
895,A,2582.13
896,A,109.47
897,A,515.2
898,A,625.81
899,A,2158.6
900,A,1743.58
901,A,674.12
902,A,148.8
903,A,814.54
904,A,86.1
905,A,375.05
906,A,1550.74
907,A,241.58
908,A,4731.42
909,A,6275.7
910,A,67.42
911,A,603.32
912,A,1830.48
913,A,242.93
914,A,405.27
915,A,200.76
916,A,204.59
917,A,224.07
918,A,166.74
919,A,297.6
920,A,269.58
921,A,580.45
922,A,786.02
923,A,205.61
924,A,193.21
925,A,142.01
926,A,259.64
927,A,244.97
928,A,426.67
929,A,87.36
930,A,712.2
931,A,405.24
932,A,517.22
933,A,845.48
934,A,77.7
935,A,260.45
936,A,133.65
937,A,435.88
938,A,288.76
939,A,455.28
940,A,1201.45
941,A,1573.26
942,A,1537.04
943,A,528.1
944,A,789.7
945,A,667.86
946,A,179.01
947,A,1248.57
948,A,410.72
949,A,999.47
950,A,253.38
951,A,87.47
952,A,872.26
953,A,124.55
954,A,611.89
955,A,975.72
956,A,480.59
957,A,2921.81
958,A,77.71
959,A,140.4
960,A,567.71
961,A,612.96
962,A,2292.43
963,A,304.32
964,A,350.85
965,A,762.08
966,A,1727.82
967,A,85.99
968,A,159.87
969,A,44.81
970,A,276.39
971,A,244.18
972,A,345.48
973,A,914.31
974,A,237.63
975,A,644.71
976,A,587.08
977,A,343.86
978,A,282.06
979,A,832.7
980,A,24.91
981,A,898.4
982,A,84.71
983,A,2042.15
984,A,1280.12
985,A,312.01
986,A,1003.93
987,A,172.35
988,A,194.2
989,A,135.93
990,A,130.75
991,A,1044.17
992,A,881.58
993,A,2399.12
994,A,367.05
995,A,39.6
996,A,396.1
997,A,1426.72
998,A,193.35
999,A,543.09
1000,A,1186.71
1001,A,1165.37
1002,A,296.54
1003,A,184.65
1004,A,169.46
1005,A,405.08
1006,A,268.41
1007,A,655.35
1008,A,662.41
1009,A,909.18
1010,A,764.13
1011,A,2156.92
1012,A,860.92
1013,A,943.29
1014,A,526.59
1015,A,29.93
1016,A,121.68
1017,A,826.26
1018,A,1291.65
1019,A,563.84
1020,A,290.48
1021,A,111.67
1022,A,232.29
1023,A,718.56
1024,A,1485.96
1025,A,579.05
1026,A,224.45
1027,A,3815.91
1028,A,1134.23
1029,A,142.08
1030,A,31.84
1031,A,2838.23
1032,A,538.96
1033,A,1431.85
1034,A,757.77
1035,A,4011.17
1036,A,3304.53
1037,A,2722.85
1038,A,991.81
1039,A,701.15
1040,A,495.98
1041,A,1800.62
1042,A,1070.02
1043,A,567.29
1044,A,107.87
1045,A,386.4
1046,A,230.4
1047,A,823.03
1048,A,1010.72
1049,A,1110.3
1050,A,299.43
1051,A,343.47
1052,A,297.68
1053,A,1103.11
1054,A,153.37
1055,A,780.2
1056,A,245.53
1057,A,145.25
1058,A,605.75
1059,A,904.9
1060,A,824.71
1061,A,93.43
1062,A,815.37
1063,A,537.44
1064,A,526.03
1065,A,283.35
1066,A,623.24
1067,A,2988.89
1068,A,101.09
1069,A,153.78
1070,A,532.81
1071,A,590.13
1072,A,44.87
1073,A,143.03
1074,A,363.31
1075,A,314.26
1076,A,337.75
1077,A,94.12
1078,A,54.85
1079,A,134.89
1080,A,400.0
1081,A,3003.35
1082,A,219.56
1083,A,52.04
1084,A,115.45
1085,A,625.49
1086,A,3309.14
1087,A,209.12
1088,A,39.13
1089,A,207.65
1090,A,872.9
1091,A,174.82
1092,A,979.4
1093,A,409.68
1094,A,106.15
1095,A,2212.24
1096,A,139.79
1097,A,117.26
1098,A,3234.06
1099,A,543.23
1100,A,451.29
1101,A,600.96
1102,A,847.2
1103,A,1720.1
1104,A,382.42
1105,A,683.03
1106,A,165.1
1107,A,9.74
1108,A,225.77
1109,A,478.83
1110,A,101.21
1111,A,2961.05
1112,A,303.1
1113,A,7095.96
1114,A,2439.25
1115,A,413.4
1116,A,1673.41
1117,A,9.24
1118,A,358.85
1119,A,169.87
1120,A,197.76
1121,A,171.91
1122,A,687.79
1123,A,911.0
1124,A,109.47
1125,A,1332.67
1126,A,556.98
1127,A,1280.28
1128,A,148.78
1129,A,159.53
1130,A,1470.58
1131,A,59.77
1132,A,1214.28
1133,A,1247.2
1134,A,1379.92
1135,A,906.85
1136,A,476.41
1137,A,256.5
1138,A,540.44
1139,A,530.31
1140,A,360.59
1141,A,34.4
1142,A,172.57
1143,A,874.77
1144,A,122.06
1145,A,292.22
1146,A,403.74
1147,A,1858.17
1148,A,913.35
1149,A,980.35
1150,A,298.63
1151,A,1262.67
1152,A,396.76
1153,A,74.67
1154,A,176.61
1155,A,1330.01
1156,A,570.73
1157,A,26.67
1158,A,1827.2
1159,A,249.54
1160,A,2828.56
1161,A,273.3
1162,A,372.25
1163,A,928.49
1164,A,1617.2
1165,A,875.36
1166,A,404.07
1167,A,490.69
1168,A,6301.22
1169,A,1129.16
1170,A,264.74
1171,A,384.53
1172,A,206.38
1173,A,1358.67
1174,A,472.55
1175,A,1028.75
1176,A,520.86
1177,A,648.17
1178,A,3566.77
1179,A,1658.62
1180,A,135.18
1181,A,599.75
1182,A,247.51
1183,A,521.49
1184,A,1698.75
1185,A,685.96
1186,A,865.02
1187,A,173.75
1188,A,309.82
1189,A,928.59
1190,A,377.14
1191,A,101.87
1192,A,591.74
1193,A,955.13
1194,A,381.56
1195,A,373.43
1196,A,263.07
1197,A,278.82
1198,A,295.19
1199,A,1114.26
1200,A,340.12
1201,A,24.88
1202,A,198.19
1203,A,391.15
1204,A,420.12
1205,A,4164.28
1206,A,1054.94
1207,A,133.61
1208,A,205.34
1209,A,253.23
1210,A,1087.63
1211,A,343.25
1212,A,173.99
1213,A,220.46
1214,A,606.06
1215,A,679.72
1216,A,3343.29
1217,A,1276.75
1218,A,132.11
1219,A,2100.48
1220,A,769.54
1221,A,52.28
1222,A,149.79
1223,A,603.12
1224,A,329.07
1225,A,541.27
1226,A,808.1
1227,A,180.64
1228,A,2064.16
1229,A,243.63
1230,A,560.82
1231,A,241.04
1232,A,988.97
1233,A,349.42
1234,A,522.6
1235,A,517.22
1236,A,159.55
1237,A,46.61
1238,A,189.27
1239,A,201.38
1240,A,200.12
1241,A,116.8
1242,A,546.49
1243,A,212.89
1244,A,644.9
1245,A,134.51
1246,A,236.58
1247,A,389.59
1248,A,120.26
1249,A,862.71
1250,A,226.46
1251,A,168.13
1252,A,220.05
1253,A,93.85
1254,A,618.45
1255,A,335.5
1256,A,1051.65
1257,A,596.97
1258,A,407.5
1259,A,94.8
1260,A,557.83
1261,A,1346.56
1262,A,737.08
1263,A,236.53
1264,A,1763.93
1265,A,408.16
1266,A,219.49
1267,A,2721.72
1268,A,1676.74
1269,A,64.21
1270,A,493.41
1271,A,68.45
1272,A,591.5
1273,A,209.93
1274,A,199.18
1275,A,350.63
1276,A,665.21
1277,A,134.01
1278,A,1336.72
1279,A,149.65
1280,A,192.12
1281,A,1459.66
1282,A,132.63
1283,A,720.27
1284,A,2629.69
1285,A,567.67
1286,A,231.32
1287,A,175.8
1288,A,526.81
1289,A,1801.75
1290,A,113.79
1291,A,123.46
1292,A,149.21
1293,A,286.73
1294,A,1584.12
1295,A,525.53
1296,A,50.48
1297,A,264.48
1298,A,702.72
1299,A,810.79
1300,A,8547.28
1301,A,2125.14
1302,A,315.34
1303,A,573.39
1304,A,758.04
1305,A,65.09
1306,A,2512.12
1307,A,53.68
1308,A,3589.26
1309,A,91.85
1310,A,259.06
1311,A,65.88
1312,A,228.76
1313,A,100.13
1314,A,67.86
1315,A,396.31
1316,A,332.07
1317,A,87.77
1318,A,392.76
1319,A,500.34
1320,A,491.78
1321,A,290.07
1322,A,1326.14
1323,A,1002.53
1324,A,412.61
1325,A,660.72
1326,A,293.64
1327,A,726.34
1328,A,542.64
1329,A,971.3
1330,A,1149.11
1331,A,327.11
1332,A,120.21
1333,A,190.34
1334,A,67.05
1335,A,486.02
1336,A,65.13
1337,A,622.24
1338,A,277.02
